number	hits	start	end	length	score	scaff	strand	taxon_name	taxon_id
227	WP_212113876.1,WP_105989005.1	48593	52458	3870	1257	NZ_JBCMZU010000004.1		GCF_050477705.1	1392
228	WP_212113876.1,WP_105989005.1	489146	493011	3870	1257	NZ_JBSSFA010000002.1		GCF_054062215.1	3470505
229	WP_426863372.1,WP_426863373.1	87260	90990	3735	1256	NZ_JBNILJ010000013.1		GCF_050107635.1	3404706
230	WP_426846248.1,WP_426846250.1	2157	5887	3735	1256	NZ_JBNILN010000012.1		GCF_050107715.1	3404705
231	WP_158318025.1,WP_102719069.1	182970	186835	3870	1254	NZ_PHQW02000002.1		GCF_002880735.2	1396
232	WP_000192962.1,WP_000067627.1	1212491	1216356	3870	1251	NC_012472.1		GCF_000022505.1	572264
233	WP_000192962.1,WP_000067627.1	1283355	1287220	3870	1251	NZ_CP009318.1		GCF_000832405.1	572264
234	WP_131260084.1,WP_000192962.1	194388	198253	3870	1251	NZ_SJQF01000002.1		GCF_004330325.1	1396
235	WP_000192962.1,WP_000067627.1	4387119	4390984	3870	1251	NZ_CP065650.1		GCF_016027015.1	1396
236	WP_227601580.1,WP_000192962.1	10059	13924	3870	1251	NZ_JAJERK010000014.1		GCF_020686345.1	1392
237	WP_229135597.1,WP_328005806.1	271130	274995	3870	1251	NZ_JARLXJ010000010.1		GCF_036209155.1	2026187
238	WP_000192962.1,WP_000067627.1	1210509	1214374	3870	1251	NZ_CP094428.1		GCF_049902515.1	1396
239	WP_000192962.1,WP_000067627.1	1193812	1197677	3870	1251	NZ_CP094432.1		GCF_049902985.1	1396
240	WP_000192962.1,WP_000067627.1	1211127	1214992	3870	1251	NZ_CP094430.1		GCF_049903015.1	1396
241	WP_000192962.1,WP_000067627.1	1211127	1214992	3870	1251	NZ_CP094434.1		GCF_049903565.1	1396
242	WP_000192962.1,WP_000067627.1	1211127	1214992	3870	1251	NZ_CP094436.1		GCF_049903595.1	1396
243	WP_000192962.1,WP_000067627.1	1211127	1214992	3870	1251	NZ_CP094437.1		GCF_049904065.1	1396
244	WP_158318025.1,WP_000192962.1	4506	8371	3870	1251	NZ_JBNLYH010000008.1		GCF_050172235.1	3418491
245	WP_000192962.1,WP_000067627.1	1173220	1177085	3870	1251	NZ_CP094439.1		GCF_049902045.1	1396
246	WP_000192962.1,WP_000067627.1	1173217	1177082	3870	1251	NZ_CP094408.1		GCF_049902055.1	1396
247	WP_000192962.1,WP_000067627.1	3866972	3870837	3870	1251	NZ_CP094410.1		GCF_049902065.1	1396
248	WP_000192962.1,WP_000067627.1	1180387	1184252	3870	1251	NZ_CP094412.1		GCF_049902075.1	1396
249	WP_000192962.1,WP_000067627.1	1178933	1182798	3870	1251	NZ_CP094414.1		GCF_049902085.1	1396
250	WP_000192962.1,WP_000067627.1	1180391	1184256	3870	1251	NZ_CP094447.1		GCF_049902095.1	1396
251	WP_000192962.1,WP_000067627.1	1180391	1184256	3870	1251	NZ_CP094416.1		GCF_049902105.1	1396
252	WP_000192962.1,WP_000067627.1	1180391	1184256	3870	1251	NZ_CP094449.1		GCF_049902115.1	1396
253	WP_000192962.1,WP_000067627.1	1180391	1184256	3870	1251	NZ_CP094418.1		GCF_049902125.1	1396
254	WP_000192962.1,WP_000067627.1	1180391	1184256	3870	1251	NZ_CP094420.1		GCF_049902135.1	1396
255	WP_000192962.1,WP_000067627.1	1210660	1214525	3870	1251	NZ_CP094422.1		GCF_049902185.1	1396
256	WP_000192962.1,WP_000067627.1	1188241	1192106	3870	1251	NZ_CP094424.1		GCF_049902195.1	1396
257	WP_000192962.1,WP_000067627.1	1195816	1199681	3870	1251	NZ_CP094426.1		GCF_049902465.1	1396
258	WP_158318025.1,WP_000192962.1	4411710	4415575	3870	1251	NZ_JBROTA020000001.1		GCF_053092545.2	1392
259	WP_002169248.1,WP_204101000.1	4851557	4856503	3087	1247	NZ_JH792251.1		GCF_000290895.1	1405
260	WP_098207207.1,WP_098207204.1	3315	8264	3090	1247	NZ_NVNM01000122.1		GCF_002552805.1	1396
261	WP_179864208.1,WP_098207207.1	67556	72502	3087	1247	NZ_NTZM01000027.1		GCF_002559365.1	1396
262	WP_098207207.1,WP_098207204.1	3379	8328	3090	1247	NZ_NTRH01000092.1		GCF_002560415.1	1396
263	WP_078418805.1,WP_078418806.1	100673	104538	3870	1247	NZ_MQTB01000019.1		GCF_002021365.1	1396
264	WP_098207207.1,WP_098207204.1	3370	8319	3090	1247	NZ_NTUK01000183.1		GCF_002561355.1	1396
265	WP_098207207.1,WP_098207204.1	19633	24582	3090	1247	NZ_NTWA01000016.1		GCF_002561715.1	1396
266	WP_098207207.1,WP_098207204.1	3367	8316	3090	1247	NZ_NTST01000058.1		GCF_002562985.1	1396
267	WP_179864208.1,WP_098207207.1	65203	70149	3087	1247	NZ_NTSA01000127.1		GCF_002563025.1	1396
268	WP_176526217.1,WP_098481584.1	128269	133215	3087	1247	NZ_NUVN01000027.1		GCF_002565245.1	1396
269	WP_098207204.1,WP_098207207.1	5749	10698	3090	1247	NZ_NUJP01000042.1		GCF_002576825.1	1396
270	WP_098207207.1,WP_098207204.1	37250	42199	3090	1247	NZ_NULF01000085.1		GCF_002577175.1	1396
271	WP_098207207.1,WP_098207204.1	3320	8269	3090	1247	NZ_NUMO01000008.1		GCF_002578195.1	1396
272	WP_098207204.1,WP_098207207.1	3723	8672	3090	1247	NZ_NVDW01000061.1		GCF_002570945.1	1396
273	WP_180235388.1,WP_002169248.1	3474	8420	3087	1247	NZ_NUHO01000046.1		GCF_002575205.1	1396
274	WP_098207207.1,WP_098207204.1	29182	34131	3090	1247	NZ_NUMV01000062.1		GCF_002578635.1	1396
275	WP_317458665.1,WP_317458666.1	897456	901321	3870	1247	NZ_JAPTOD010000001.1		GCF_033041975.1	2980102
276	WP_325805767.1,WP_325805769.1	72919	76778	3864	1247	NZ_JARLBV010000004.1		GCF_035801615.1	1392
277	WP_332277366.1,WP_332277368.1	407566	412512	3087	1247	NZ_JAZIBI010000003.1		GCF_036621155.1	1396
278	WP_332277366.1,WP_332277368.1	407566	412512	3087	1247	NZ_JAZIEZ010000003.1		GCF_036621195.1	1396
279	WP_332277368.1,WP_332277366.1	196704	201650	3087	1247	NZ_JAZIFW010000003.1		GCF_036621395.1	1396
280	WP_426934222.1,WP_426934225.1	108903	113849	3087	1247	NZ_JBNMRH010000007.1		GCF_050188115.1	1890302
281	WP_426842310.1,WP_332277368.1	97805	102751	3087	1247	NZ_JBNIKI010000016.1		GCF_050107095.1	1428
282	WP_426842310.1,WP_332277368.1	97805	102751	3087	1247	NZ_JBNILV010000017.1		GCF_050107875.1	1428
283	WP_426827881.1,WP_332277368.1	97802	102751	3090	1247	NZ_JBNILY010000017.1		GCF_050107935.1	1428
284	WP_446894032.1,WP_426934222.1	428006	432955	3090	1247	NZ_CM129593.1		GCF_052947655.1	2983392
285	WP_002169251.1,WP_002169248.1	428514	433463	3090	1247	NZ_CDRLLC010000001.1		GCF_976996315.1	1405
286	WP_147791658.1,WP_147791659.1	37611	41476	3870	1246	NZ_QPAL01000028.1		GCF_008042335.1	2217821
287	WP_268494021.1,WP_268494027.1	40681	45609	3093	1243	NZ_JALASX010000029.1		GCF_026793375.1	1452
288	WP_268494021.1,WP_268494027.1	40851	45779	3093	1243	NZ_JALATA010000011.1		GCF_026793395.1	1452
289	WP_268494027.1,WP_268494021.1	19521	24449	3093	1243	NZ_JALASY010000006.1		GCF_026793415.1	1452
290	WP_268494021.1,WP_268494027.1	171507	176435	3093	1243	NZ_JALATB010000003.1		GCF_026793455.1	1452
291	WP_268494021.1,WP_268494027.1	172587	177515	3093	1243	NZ_JARRXD010000003.1		GCF_035806795.1	1452
292	WP_268494021.1,WP_268494027.1	173626	178554	3093	1243	NZ_JARRXG010000001.1		GCF_035806815.1	1452
293	WP_268494027.1,WP_268494021.1	19522	24450	3093	1243	NZ_JARRXF010000012.1		GCF_035806825.1	1452
294	WP_268494021.1,WP_268494027.1	172594	177522	3093	1243	NZ_JARRXE010000002.1		GCF_035806855.1	1452
295	WP_268494027.1,WP_268494021.1	19532	24460	3093	1243	NZ_JARRWT010000002.1		GCF_035806595.1	1452
296	WP_268494021.1,WP_268494027.1	172594	177522	3093	1243	NZ_JARRWU010000015.1		GCF_035806615.1	1452
297	WP_268494027.1,WP_268494021.1	19523	24451	3093	1243	NZ_JARRWZ010000011.1		GCF_035806715.1	1452
298	WP_268494021.1,WP_268494027.1	172595	177523	3093	1243	NZ_JARRWY010000003.1		GCF_035806735.1	1452
299	WP_268494021.1,WP_268494027.1	172596	177524	3093	1243	NZ_JARRXA010000008.1		GCF_035806755.1	1452
300	WP_078427652.1,WP_078427656.1	895458	901500	2718	1240	NZ_KV917368.1		GCF_002019605.1	427920
301	WP_236804230.1,WP_158318025.1	1231186	1235051	3870	1235	NZ_AP022907.1		GCF_021654995.1	1396
302	WP_330534207.1,WP_330534154.1	19848	22141	2289	1235	NZ_JAZDWE010000008.1		GCF_036350305.1	1404
303	WP_236804230.1,WP_158318025.1	207691	211556	3870	1235	NZ_BAAIAN010000002.1		GCF_054767135.1	1396
304	WP_000192966.1,WP_000067621.1	1243109	1246974	3870	1234	NC_005957.1		GCF_000008505.1	281309
305	WP_000067621.1,WP_000192966.1	1186322	1190187	3870	1234	NZ_CP010088.1		GCF_000833085.1	1428
306	WP_070172312.1,WP_000192966.1	86095	89960	3870	1234	NZ_NHYF01000002.1		GCF_002199635.1	1396
307	WP_070172312.1,WP_000192966.1	77066	80931	3870	1234	NZ_MQTD01000024.1		GCF_002021375.1	1396
308	WP_000192966.1,WP_070172312.1	27041	30906	3870	1234	NZ_MEAQ01000334.1		GCF_001758315.1	1392
309	WP_000192966.1,WP_070172312.1	470770	474635	3870	1234	NZ_PCNX01000003.1		GCF_002976395.1	1396
310	WP_070172312.1,WP_000192966.1	306444	310309	3870	1234	NZ_PCNY01000002.1		GCF_002976415.1	1396
311	WP_000192966.1,WP_070172312.1	414653	418518	3870	1234	NZ_SBHQ01000018.1		GCF_004023705.1	1396
312	WP_000192966.1,WP_070172312.1	1258371	1262236	3870	1234	NZ_CP039269.1		GCF_004801195.1	1396
313	WP_000192966.1,WP_000067621.1	444587	448452	3870	1234	NZ_CP053938.1		GCF_013267815.1	1428
314	WP_070172312.1,WP_000192966.1	124156	128021	3870	1234	NZ_JAKUEA010000002.1		GCF_022662685.1	2920368
315	WP_000067628.1,WP_242263476.1	125392	129257	3870	1234	NZ_JAKUED010000014.1		GCF_022662735.1	2920365
316	WP_000067621.1,WP_000192966.1	11917	15782	3870	1234	NZ_JAKUGH010000003.1		GCF_022663855.1	2920309
317	WP_000192966.1,WP_070172312.1	470018	473883	3870	1234	NZ_JBHLSL010000019.1		GCF_045376285.1	1396
318	WP_000192966.1,WP_070172312.1	85107	88972	3870	1234	NZ_JBNLYI010000013.1		GCF_050172255.1	3418490
319	WP_242263476.1,WP_439984167.1	371450	375315	3870	1234	NZ_JBQAFD010000001.1		GCF_051915665.1	3450621
320	WP_070172312.1,WP_000192966.1	180685	184550	3870	1234	NZ_JBQAFI010000003.1		GCF_051915725.1	3450626
321	WP_070172312.1,WP_000192966.1	311357	315222	3870	1234	NZ_JBQAFJ010000002.1		GCF_051915785.1	3450627
322	WP_070172312.1,WP_000192966.1	311357	315222	3870	1234	NZ_JBQAFK010000003.1		GCF_051915805.1	3450628
323	WP_439984167.1,WP_242263476.1	444652	448517	3870	1234	NZ_JBQAFM010000002.1		GCF_051915845.1	3450630
324	WP_000192966.1,WP_070172312.1	475706	479571	3870	1234	NZ_JBQAFP010000004.1		GCF_051915865.1	3450633
325	WP_000192966.1,WP_070172312.1	475805	479670	3870	1234	NZ_JBQAFQ010000004.1		GCF_051915925.1	3450634
326	WP_439984167.1,WP_242263476.1	112741	116606	3870	1234	NZ_JBQAFU010000015.1		GCF_051916005.1	3450638
327	WP_439984167.1,WP_242263476.1	444973	448838	3870	1234	NZ_JBQAFV010000003.1		GCF_051916025.1	3450639
328	WP_439984167.1,WP_242263476.1	444619	448484	3870	1234	NZ_JBQAFY010000004.1		GCF_051916085.1	3450642
329	WP_439984167.1,WP_242263476.1	444907	448772	3870	1234	NZ_JBQAGE010000003.1		GCF_051916195.1	3450648
330	WP_242263476.1,WP_439984167.1	19028	22893	3870	1234	NZ_JBQAFO010000003.1		GCF_051915875.1	3450632
331	WP_070172312.1,WP_000192966.1	481531	485396	3870	1234	NZ_JBTLBD010000002.1		GCF_054459175.1	1396
332	WP_000192966.1,WP_070172312.1	1253517	1257382	3870	1234	NZ_CM145993.1		GCF_055685985.1	1392
333	WP_064467479.1,WP_064467480.1	58723	62615	3894	1227	NZ_LDJR01000008.1		GCF_001645705.1	217031
334	WP_223596422.1,WP_223596423.1	1208	5085	3879	1227	NZ_JAHXYW010000024.1		GCF_019969725.1	220685
335	WP_209973506.1,WP_209973508.1	58134	62026	3894	1227	NZ_JAGGKH010000005.1		GCF_017873565.1	217031
336	WP_335713934.1,WP_335713935.1	16432	20309	3879	1227	NZ_JBALPP010000055.1		GCF_036965425.1	220684
337	WP_430060421.1,WP_430060424.1	56245	60122	3879	1227	NZ_JBITPF010000003.1		GCF_050468025.1	3233898
338	WP_035406103.1,WP_035405866.1	129311	136371	2832	1226	NZ_JAQV02000019.1		GCF_000732485.2	1423321
339	WP_211562091.1,WP_211556543.1	704693	711610	2826	1226	NZ_JAGVRK010000001.1		GCF_018283675.1	2823519
340	WP_338782144.1,WP_338780278.1	746263	753324	2832	1226	NZ_CP147407.1		GCF_037201815.1	3117746
341	WP_025149189.1,WP_025149190.1	55978	59834	3861	1224	NZ_AYMH01000030.1		GCF_000633475.1	1397276
342	WP_048369568.1,WP_048369571.1	96970	100835	3870	1224	NZ_LDUK01000001.1		GCF_001043575.1	1628206
343	WP_071720101.1,WP_071720102.1	36925	40790	3870	1224	NZ_MAOI01000107.1		GCF_001884235.1	2026194
344	WP_098304634.1,WP_098304633.1	99721	103586	3870	1224	NZ_VEMA01000003.1		GCF_007682005.1	2026194
345	WP_178940522.1,WP_178940523.1	121755	125620	3870	1224	NZ_JACAXA010000019.1		GCF_013391375.1	2026194
346	WP_242272098.1,WP_242272099.1	127658	131523	3870	1224	NZ_JAKUHD010000004.1		GCF_022664325.1	2920287
347	WP_265621327.1,WP_265621328.1	1231336	1235201	3870	1224	NZ_JAOVZP010000001.1		GCF_026221135.1	2026194
348	WP_331805954.1,WP_331805956.1,WP_331805957.1	21109	24914	2865	1224	NZ_JAZHPM010000041.1		GCF_036543105.1	302167
349	WP_327914937.1,WP_327914939.1	90287	94152	3870	1224	NZ_JARMCB010000002.1		GCF_036211665.1	2026194
350	WP_327914937.1,WP_327914939.1	90286	94151	3870	1224	NZ_JARMCC010000006.1		GCF_036211685.1	2026194
351	WP_327914939.1,WP_327914937.1	123067	126932	3870	1224	NZ_JARMCD010000022.1		GCF_036211725.1	2026194
352	WP_328064351.1,WP_328064352.1	36233	40098	3870	1224	NZ_JARLYR010000015.1		GCF_036209885.1	2026194
353	WP_327902842.1,WP_327902841.1	288411	292276	3870	1224	NZ_JARLYQ010000013.1		GCF_036209905.1	2026194
354	WP_327915820.1,WP_327915821.1	241350	245215	3870	1224	NZ_JARMCT010000002.1		GCF_036212065.1	2026194
355	WP_327919238.1,WP_242272099.1	117530	121395	3870	1224	NZ_JARMDB010000004.1		GCF_036212125.1	2026194
356	WP_328061137.1,WP_328061139.1	121559	125424	3870	1224	NZ_JARLXY010000011.1		GCF_036209475.1	2026194
357	WP_328045169.1,WP_328045170.1	410493	414358	3870	1224	NZ_JARLYA010000002.1		GCF_036209515.1	2026194
358	WP_327902841.1,WP_242272099.1	127003	130868	3870	1224	NZ_JARLYC010000012.1		GCF_036209585.1	2026194
359	WP_328049564.1,WP_328049566.1	98649	102514	3870	1224	NZ_JARLYI010000008.1		GCF_036209705.1	2026194
360	WP_327902841.1,WP_327902842.1	102150	106015	3870	1224	NZ_JARLYP010000001.1		GCF_036209835.1	2026194
361	WP_327902841.1,WP_327902842.1	534871	538736	3870	1224	NZ_JARLXZ010000009.1		GCF_036209465.1	2026194
362	WP_400487171.1,WP_400487172.1	235269	239134	3870	1224	NZ_JBIWHL010000003.1		GCF_044764055.1	2026194
363	WP_400560302.1,WP_400560303.1	291817	295682	3870	1224	NZ_JBIWIA010000002.1		GCF_044764365.1	2026194
364	WP_400527104.1,WP_400527106.1	476787	480652	3870	1224	NZ_JBIWHZ010000001.1		GCF_044764375.1	2026194
365	WP_427310505.1,WP_327902842.1	116682	120547	3870	1224	NZ_JBNNHF010000003.1		GCF_050268685.1	2026194
366	WP_328064352.1,WP_327902842.1	98266	102131	3870	1224	NZ_JBCMNL010000022.1		GCF_050459945.1	2026194
367	WP_328064352.1,WP_328064351.1	351284	355149	3870	1224	NZ_JBCMNN010000017.1		GCF_050459985.1	2026194
368	WP_400487171.1,WP_400487172.1	235619	239484	3870	1224	NZ_JBNNTT010000003.1		GCF_050279025.1	2026194
369	WP_400487172.1,WP_400487171.1	390911	394776	3870	1224	NZ_JBNNTX010000002.1		GCF_050279165.1	2026194
370	WP_427288025.1,WP_427288026.1	966910	970775	3870	1224	NZ_JBNNTY010000001.1		GCF_050279185.1	2026194
371	WP_400527104.1,WP_400527106.1	322501	326366	3870	1224	NZ_JBNNUE010000003.1		GCF_050279445.1	2026194
372	WP_427293293.1,WP_242272099.1	113545	117410	3870	1224	NZ_JBNNUO010000009.1		GCF_050279805.1	2026194
373	WP_242272099.1,WP_427293293.1	58455	62320	3870	1224	NZ_JBNNUT010000009.1		GCF_050280005.1	2026194
374	WP_328061137.1,WP_328061139.1	121447	125312	3870	1224	NZ_JBCNHE010000001.1		GCF_050482005.1	2026194
375	WP_427349919.1,WP_427349920.1	437211	441076	3870	1224	NZ_JBNNTQ010000003.1		GCF_050278905.1	2026194
376	WP_048369571.1,WP_446158607.1	3189227	3193092	3870	1224	NZ_JBQSFA010000003.1		GCF_052828465.1	2026194
377	WP_440034110.1,WP_440034111.1	1747178	1751043	3870	1224	NZ_JBQAFR010000001.1		GCF_051915945.1	3450635
378	WP_440034110.1,WP_440034111.1	37163	41028	3870	1224	NZ_JBQAFS010000004.1		GCF_051915965.1	3450636
379	WP_472873236.1,WP_472873237.1	844123	847988	3870	1224	NZ_JBVQCM010000002.1		GCF_055702925.1	2026194
380	WP_472873236.1,WP_472873237.1	844098	847963	3870	1224	NZ_JBVQCL010000002.1		GCF_055703005.1	2026194
381	WP_071720102.1,WP_071720101.1	114651	118516	3870	1224	NZ_CBCSHB010000010.1		GCF_965138945.1	2026194
382	WP_000192965.1,WP_000067632.1	1219123	1222988	3870	1222	NC_003997.3		GCF_000007845.1	198094
383	WP_000192965.1,WP_000067632.1	1219191	1223056	3870	1222	NC_005945.1		GCF_000008165.1	260799
384	WP_000192965.1,WP_000067632.1	1219245	1223110	3870	1222	NC_007530.2		GCF_000008445.1	261594
385	WP_000192967.1,WP_000067633.1	1258126	1261991	3870	1222	NC_008600.1		GCF_000015065.1	412694
386	WP_000192965.1,WP_000067632.1	1219211	1223076	3870	1222	NZ_CP010813.1		GCF_000831505.1	1392
387	WP_029437891.1,WP_029437892.1	1038094	1041959	3870	1222	NZ_AYPV01000009.1		GCF_000500585.1	1417985
388	WP_000192965.1,WP_000067632.1	4780592	4784457	3870	1222	NZ_CP007704.1		GCF_000742875.1	1392
389	WP_000192965.1,WP_000067632.1	92082	95947	3870	1222	NZ_CP007666.1		GCF_000742895.1	261591
390	WP_000192965.1,WP_000067631.1	679328	683193	3870	1222	NZ_KN050648.1		GCF_000743805.1	1392
391	WP_000067632.1,WP_000192965.1	4527467	4531332	3870	1222	NZ_KN050651.1		GCF_000743825.1	1392
392	WP_000192967.1,WP_000067634.1	1151625	1155490	3870	1222	NZ_CM000716.1		GCF_000160915.1	526970
393	WP_000067632.1,WP_000192965.1	149640	153505	3870	1222	NZ_ABKF01000009.1		GCF_000181915.1	486619
394	WP_000067617.1,WP_000192961.1	3398173	3402038	3870	1222	NZ_JH792131.1		GCF_000291135.1	1053216
395	WP_038812850.1,WP_000067632.1	35802	39667	3870	1222	NZ_CAVD010000022.1		GCF_000359445.1	1297867
396	WP_000067632.1,WP_000192965.1	4273462	4277327	3870	1222	NZ_CP008752.1		GCF_000742695.1	1392
397	WP_000067632.1,WP_000192965.1	442967	446832	3870	1222	NZ_JSZU01000029.1		GCF_000783035.1	1392
398	WP_000067632.1,WP_000192965.1	459979	463844	3870	1222	NZ_LAKZ01000016.1		GCF_000986915.1	1392
399	WP_000067632.1,WP_000192965.1	443051	446916	3870	1222	NZ_LBFE01000003.1		GCF_000986935.1	1392
400	WP_046957054.1,WP_046957055.1	166654	170519	3870	1222	NZ_LCYI01000065.1		GCF_001008565.1	1396
401	WP_000192965.1,WP_000067632.1	16815	20680	3870	1222	NZ_BBWX01000028.1		GCF_001015005.1	1392
402	WP_000192965.1,WP_000067632.1	471855	475720	3870	1222	NZ_BBWY01000010.1		GCF_001015025.1	1392
403	WP_000067632.1,WP_000192965.1	290210	294075	3870	1222	NZ_LGID01000042.1		GCF_001273145.1	1392
404	WP_000067632.1,WP_000192965.1	459978	463843	3870	1222	NZ_LHUO01000014.1		GCF_001276995.1	1392
405	WP_033646726.1,WP_000067632.1	246296	250161	3870	1222	NZ_LHUN01000008.1		GCF_001277085.1	1392
406	WP_000192965.1,WP_000067632.1	1218835	1222700	3870	1222	NZ_CP012519.1		GCF_001277955.1	1392
407	WP_053602024.1,WP_053602028.1	180456	186923	3510	1222	NZ_CP012600.1		GCF_001278705.1	1441095
408	WP_000067632.1,WP_072180303.1	4630	8495	3870	1222	NZ_CYHM01000190.1		GCF_001286825.1	1396
409	WP_061530860.1,WP_000192967.1	88015	91880	3870	1222	NZ_LOQC01000024.1		GCF_001583855.1	1396
410	WP_000192965.1,WP_000067631.1	16310	20175	3870	1222	NZ_ABKG01000007.1		GCF_000181935.1	486621
411	WP_000067631.1,WP_000192965.1	149927	153792	3870	1222	NZ_ABLH01000006.1		GCF_000181995.1	486620
412	WP_000067632.1,WP_000192965.1	198055	201920	3870	1222	NZ_ABLT01000006.1		GCF_000182055.1	486622
413	WP_000067632.1,WP_000192965.1	199157	203022	3870	1222	NZ_ABLB01000006.1		GCF_000219895.1	486623
414	WP_000192967.1,WP_000067633.1	1195990	1199855	3870	1222	NC_016779.1		GCF_000239195.1	347495
415	WP_000192965.1,WP_000067632.1	1209973	1213838	3870	1222	NC_017729.1		GCF_000258885.1	768494
416	WP_000192959.1,WP_000067616.1	8087	11952	3870	1222	NZ_CMPU01000084.1		GCF_001117785.1	2026186
417	WP_000067632.1,WP_000192965.1	432242	436107	3870	1222	NZ_ANAO01000003.1		GCF_000310045.1	1245029
418	WP_000192965.1,WP_000067632.1	472503	476368	3870	1222	NZ_ANFG01000003.1		GCF_000319715.1	1248436
419	WP_000192965.1,WP_000067632.1	677514	681379	3870	1222	NZ_JSZV01000040.1		GCF_000783055.1	1392
420	WP_000067632.1,WP_000192965.1	443024	446889	3870	1222	NZ_JSZW01000041.1		GCF_000783075.1	1392
421	WP_000067632.1,WP_000192965.1	443051	446916	3870	1222	NZ_JSZY01000053.1		GCF_000783095.1	1392
422	WP_000192965.1,WP_000067632.1	476403	480268	3870	1222	NZ_JTAA01000052.1		GCF_000783115.1	1392
423	WP_000067632.1,WP_000192965.1	442743	446608	3870	1222	NZ_JTAB01000060.1		GCF_000783135.1	1392
424	WP_000192965.1,WP_000067632.1	35781	39646	3870	1222	NZ_JTAD01000034.1		GCF_000783165.1	1392
425	WP_000192965.1,WP_000067632.1	67528	71393	3870	1222	NZ_JTAE01000052.1		GCF_000783195.1	1392
426	WP_000067632.1,WP_000192965.1	443000	446865	3870	1222	NZ_JTAF01000051.1		GCF_000783215.1	1392
427	WP_000067632.1,WP_000192965.1	173130	176995	3870	1222	NZ_JTAG01000061.1		GCF_000783235.1	1392
428	WP_000192965.1,WP_000067632.1	471151	475016	3870	1222	NZ_JTAP01000033.1		GCF_000793525.1	1392
429	WP_000192965.1,WP_000067632.1	471657	475522	3870	1222	NZ_JSZX01000031.1		GCF_000793545.1	1392
430	WP_000192971.1,WP_000067629.1	1179946	1183811	3870	1222	NZ_CM000727.1		GCF_000161135.1	526979
431	WP_001061542.1,WP_000193001.1	4381130	4384995	3870	1222	NZ_JH791910.1		GCF_000291495.1	1890302
432	WP_000193002.1,WP_001061542.1	728496	732361	3870	1222	NZ_JH804637.1		GCF_000293565.1	1890302
433	WP_000192965.1,WP_000067631.1	1205917	1209782	3870	1222	NZ_CP047131.1		GCF_000295695.2	1213182
434	WP_000192965.1,WP_000067631.1	1206007	1209872	3870	1222	NZ_CP006742.1		GCF_000583105.1	1392837
435	WP_000067632.1,WP_000192965.1	628117	631982	3870	1222	NZ_CP009902.1		GCF_000832965.1	1392
436	WP_000067632.1,WP_000192965.1	3268458	3272323	3870	1222	NZ_CP009981.1		GCF_000833065.1	1392
437	WP_000192965.1,WP_000067632.1	4164902	4168767	3870	1222	NZ_CP010322.1		GCF_000833125.1	1392
438	WP_000192965.1,WP_000067632.1	3024071	3027936	3870	1222	NZ_CP009315.1		GCF_000833275.1	1452727
439	WP_000067629.1,WP_000192971.1	2931107	2934972	3870	1222	NZ_CP009605.1		GCF_000835185.1	1396
440	WP_000192965.1,WP_000067632.1	1502340	1506205	3870	1222	NZ_CP010852.1		GCF_000875715.1	1392
441	WP_000192965.1,WP_000067632.1	35869	39734	3870	1222	NZ_JHCB02000012.1		GCF_000697515.2	1392
442	WP_000192965.1,WP_000067632.1	471538	475403	3870	1222	NZ_JHDR02000013.1		GCF_000697535.2	1392
443	WP_000192965.1,WP_000067631.1	471927	475792	3870	1222	NZ_JHDS02000010.1		GCF_000697555.1	1392
444	WP_000067632.1,WP_000192965.1	173132	176997	3870	1222	NZ_AGQP01000026.1		GCF_000278385.1	1081943
445	WP_000192965.1,WP_000067632.1	1219278	1223143	3870	1222	NZ_CP001974.2		GCF_000512775.2	673518
